
11520 atoms
2 atom types
   0.0000000000   80.0046997070 xlo xhi
   0.0000000000   16.8663997650 ylo yhi
   0.0000000000   77.4965972900 zlo zhi
   0.0000000000    0.0000000000    0.0000000000 xy xz yz

Masses

1 58.690000
2 16.000000

Atoms # spin

   169      1   12.67675000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   170      1   12.67675000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   171      1   26.01113000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   172      1   26.01113000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   173      1   19.34354000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   174      1   19.34354000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   175      1   6.00995000 	6.31292000 	4.00735000        -0.51638874 -0.81647984 -0.25826989  1.2737
   176      1   6.00995000 	14.74612000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   177      1   39.34471000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   178      1   39.34471000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   179      1   52.67910000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   180      1   52.67910000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   181      1   46.01230000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   182      1   46.01230000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   183      1   32.67792000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   184      1   32.67792000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   185      1   66.01348000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   186      1   66.01348000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   187      1   79.34706000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   188      1   79.34706000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   189      1   72.68027000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   190      1   72.68027000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   191      1   59.34588000 	6.31292000 	4.00735000      -0.51638874 -0.81647984 -0.25826989  1.2737
   192      1   59.34588000 	14.74612000 	4.00735000    -0.51638874 -0.81647984 -0.25826989  1.2737
   193      1   24.01101000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   194      1   24.01101000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   195      1   10.67663000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   196      1   10.67663000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   197      1   17.34342000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   198      1   17.34342000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   199      1   4.00984000 	4.20462000 	4.67421000        -0.51638874 -0.81647984 -0.25826989  1.2737
   200      1   4.00984000 	12.63782000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   201      1   50.67897000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   202      1   50.67897000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   203      1   37.34459000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   204      1   37.34459000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   205      1   44.01219000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   206      1   44.01219000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   207      1   30.67780000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   208      1   30.67780000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   209      1   77.34695000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   210      1   77.34695000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   211      1   64.01336000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   212      1   64.01336000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   213      1   70.68015000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   214      1   70.68015000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   215      1   57.34577000 	4.20462000 	4.67421000      -0.51638874 -0.81647984 -0.25826989  1.2737
   216      1   57.34577000 	12.63782000 	4.67421000    -0.51638874 -0.81647984 -0.25826989  1.2737
   217      1   22.01089000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   218      1   22.01089000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   219      1   8.67651000 	2.09632000 	5.34068000        -0.51638874 -0.81647984 -0.25826989  1.2737
   220      1   8.67651000 	10.52952000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   221      1   15.34330000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   222      1   15.34330000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   223      1   2.00972000 	2.09632000 	5.34068000        -0.51638874 -0.81647984 -0.25826989  1.2737
   224      1   2.00972000 	10.52952000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   225      1   48.67886000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   226      1   48.67886000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   227      1   35.34447000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   228      1   35.34447000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   229      1   42.01207000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   230      1   42.01207000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   231      1   28.67768000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   232      1   28.67768000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   233      1   75.34682000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   234      1   75.34682000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   235      1   62.01324000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   236      1   62.01324000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   237      1   68.68003000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   238      1   68.68003000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   239      1   55.34565000 	2.09632000 	5.34068000      -0.51638874 -0.81647984 -0.25826989  1.2737
   240      1   55.34565000 	10.52952000 	5.34068000    -0.51638874 -0.81647984 -0.25826989  1.2737
   241      1   20.01078000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   242      1   20.01078000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   243      1   6.67639000 	8.42122000 	6.00754000        -0.51638874 -0.81647984 -0.25826989  1.2737
   244      1   6.67639000 	16.85442000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   245      1   0.00960000 	8.42122000 	6.00754000        -0.51638874 -0.81647984 -0.25826989  1.2737
   246      1   0.00960000 	16.85442000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   247      1   13.34318000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   248      1   13.34318000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   249      1   46.67874000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   250      1   46.67874000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   251      1   33.34436000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   252      1   33.34436000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   253      1   26.67757000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   254      1   26.67757000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   255      1   40.01195000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   256      1   40.01195000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
   257      1   73.34671000 	8.42122000 	6.00754000      -0.51638874 -0.81647984 -0.25826989  1.2737
   258      1   73.34671000 	16.85442000 	6.00754000    -0.51638874 -0.81647984 -0.25826989  1.2737
